MLSNum,AgentID
170553721,1
170541793,2
170551333,3
170550670,4
170548069,5
170531145,6
170552447,7
170550241,8
170484953,9
170483845,10
170464418,11
170541975,12
170521825,13
170492259,14
170530489,15
170536971,16
170524899,17
170472360,7
170513649,18
170511956,5
170482060,7
170476858,19
170508455,6
170485681,17
170532056,20
170499694,21
170475779,22
170495311,23
170521290,7
170480532,24
170478202,25
170494413,26
170513348,27
170496742,5
170556660,28
170395294,29
170556970,30
170550011,31
170556716,32
170551624,33
170541926,34
170553195,35
170548113,35
170551122,12
170535065,36
170500000,37
170500029,38
170529658,39
170466235,40
170529512,41
170535834,42
170402872,43
170465469,44
170519512,45
170508478,46
170475158,42
170517343,47
170508183,48
170496772,49
170545210,50
170519762,51
170493959,52
170529278,53
170532705,54
170469606,55
170495855,56
170528387,57
170518886,54
170514108,58
170492130,59
170479863,35
170492897,60
170481429,61
170479348,54
170459063,62
170468248,63
170489394,42
170493336,64
170465761,65
170532422,66
170476412,67
170535782,68
170483339,62
170472174,69
170523440,54
170484219,70
170465676,71
170508568,54
170521909,72
170477504,73
170525038,74
170470762,42
170466639,75
170503530,76
170478441,54
170489203,63
170496154,38
170517570,77
170556275,10
170553549,78
170556534,79
170542969,80
170551904,81
170551407,82
170549375,83
170555169,84
170276288,85
170465149,85
170446438,86
170455239,87
170526102,88
170486665,89
170517342,90
170482978,91
170495130,92
170471259,93
170505189,94
170467624,95
170497006,96
170474519,97
170473929,98
170514704,99
170508230,100
170498429,101
170487254,102
170526308,103
170519241,104
170517138,105
170515157,106
170499864,107
170497152,106
170489441,108
170476591,109
170445783,110
170535423,111
170502185,112
170493178,113
170545064,114
170516044,115
170547131,116
170541561,117
170472339,118
170459484,119
170465922,120
170490176,121
170503795,82
170538199,122
170528081,123
170502007,124
170468821,125
170485406,126
170456753,127
170488037,128
170490360,129
170519227,130
170526424,131
170485649,132
170483602,133
170525885,134
170528906,99
170501059,135
170484852,136
170507264,137
170529383,138
170474232,139
170526006,140
170466151,141
170545943,142
170488891,143
170505007,144
170463793,145
170469942,146
170530428,147
170472518,148
170501287,149
170486081,150
170476947,151
170491405,99
170487770,152
170536395,153
170551781,154
170495540,155
170490215,156
170506685,157
170534818,158
170475742,159
170467414,160
170507004,161
170471381,162
170469108,163
170527197,164
170496138,165
170476436,166
170502430,167
170492912,168
170506768,165
170530567,169
170486556,170
170514707,171
170492499,172
170527616,173
170536098,174
170525488,175
170474830,176
170474383,173
170497670,177
170525094,178
170495339,179
170529474,154
170547436,180
170552811,181
170556724,182
170551589,171
170525892,183
170547801,184
170543297,185
170536282,186
170532493,187
170554157,29
170463479,188
170550403,189
170531591,190
170548812,191
170551570,192
170552311,83
170547737,193
170540507,194
170549977,195
170507267,82
170478856,196
170507380,197
170473127,198
170460088,199
170477420,199
170503211,200
170470807,201
170481138,202
170499120,201
170535978,191
170479624,203
170462193,204
170423582,205
170485811,206
170533052,207
170507293,208
170489825,209
170507399,210
170509271,211
170528499,212
170479123,213
170531475,214
170507314,215
170512162,216
170487058,217
170462780,218
170472862,219
170531766,220
170486196,221
170532052,222
170440132,201
170539831,223
170514556,29
170501919,224
170463277,29
170493009,225
170532167,226
170536757,227
170507111,228
170505629,229
170483665,230
170535989,231
170526827,117
170522234,232
170529709,233
170510031,123
170465462,104
170518241,234
170519004,235
170515553,236
170512277,237
170493839,238
170483257,200
170481117,239
170463003,240
170529113,241
170499294,242
170469315,227
170541017,194
170531966,243
170524069,244
170517215,245
170507609,117
170490876,246
170484183,247
170465231,248
170516382,249
170527461,250
170528449,251
170480461,252
170534354,253
170516231,254
170501613,79
170497381,255
170480900,256
170480342,29
170473282,257
170469124,258
170468314,259
170515958,260
170486134,261
170530637,219
170541526,228
170529601,262
170525452,263
170512588,264
170506384,265
170495501,266
170484501,267
170478786,268
170496319,269
170543450,270
170504231,90
170495763,271
170488039,272
170476285,192
170469379,273
170468963,274
170523861,262
170488385,275
170474033,201
170514371,201
170508340,276
170501125,277
170493565,278
170525142,192
170535820,279
170533165,280
170501585,29
170496630,281
170495392,282
170481585,192
170477612,90
170473847,283
170464110,284
170540949,285
170535329,286
170544095,241
170510391,206
170510320,287
170475386,288
170499141,289
170537553,290
170522153,291
170463877,292
170525536,293
170510972,294
170510730,295
170504079,296
170461617,297
170485910,298
170467332,299
170511625,300
170492488,301
170486947,302
170460357,303
170505809,284
170487632,192
170496984,247
170453988,274
170482796,304
170526165,82
170512241,305
170524654,306
170477384,192
170515254,56
170487890,274
170548525,307
170538593,29
170517601,308
170490345,309
170471762,71
170474939,310
170478534,29
170540113,311
170507773,227
170507405,312
170467791,313
170522583,101
170517406,310
170491335,314
170483139,315
170538632,123
170518623,316
170535735,317
170498462,115
170497870,295
170519637,318
170506448,8
170512896,68
170492381,28
170427740,319
170523824,319
170523825,319
170427747,319
170427756,319
170512042,81
170546578,191
170544069,320
170550292,321
170383776,322
170550512,323
170515568,324
170493440,325
170519929,326
170515758,210
170494543,327
170420215,328
170511785,329
170476059,330
170546165,56
170540453,331
170523795,332
170482878,333
170509240,303
170496145,334
170540902,335
170529666,336
170489629,337
170485464,338
170349873,319
170530386,339
170518941,340
170480267,341
170499045,276
170419269,319
170491194,342
170478138,252
170382421,322
170465665,343
170554764,344
170546437,345
170552905,346
170535290,347
170532463,347
170536013,347
170538987,347
170534298,347
170536513,347
170541814,347
170529322,347
170528514,347
170534416,347
170528976,347
170532299,347
170554575,347
170484460,273
170542766,348
170511737,233
170522952,74
170479958,349
170476842,350
170547716,351
170538719,352
170516064,159
170506925,353
170504031,354
170497520,355
170485662,39
170500039,356
170542610,357
170547976,358
170488681,6
170523429,332
170518777,151
170479522,359
170527164,360
170529231,361
170468205,362
170493615,363
170482113,364
170517029,365
170483011,366
170531565,367
170472220,111
170484698,368
170499723,369
170491011,5
170493965,360
170517127,370
170514928,371
170474889,274
170485488,113
170519797,85
170516583,123
170513524,372
170535937,373
170480946,374
170548743,375
170500963,376
170488602,139
170545423,377
170465780,8
170494097,378
170482377,44
170544531,87
170553406,241
170549360,379
170546138,380
170553477,381
170555818,382
170538210,383
170484257,384
170508621,385
170540582,206
170536507,386
170506952,387
170488705,388
170492780,389
170505068,390
170495346,391
170521382,392
170538510,393
170505855,29
170479318,243
170474524,212
170536321,150
170532524,29
170518136,162
170505560,394
170536631,395
170467374,396
170471063,397
170510478,398
170494269,284
170507594,399
170501293,400
170538116,401
170541039,402
170492567,403
170501887,404
170483915,294
170468231,405
170530321,406
170514877,407
170501580,406
170496173,408
170483483,409
170465826,410
170544976,411
170510506,412
170523513,413
170483795,414
170483244,415
170461127,206
170478033,416
170518525,405
170468229,405
170534780,131
170470704,409
170499024,417
170497917,274
170529290,418
170458446,123
170472734,419
170508328,403
170502587,418
170510675,403
170483722,420
170471468,85
170517381,421
170470162,391
170556257,422
170549904,252
170544488,210
170530583,252
170539686,187
170556527,423
170537803,424
170550434,425
170551803,128
170553941,426
170550909,427
170481380,108
170548580,425
170541360,428
170532243,429
170550216,430
170548933,431
170540992,108
170554320,284
170543553,284
170384327,432
170347959,252
170528859,433
170504899,434
170466682,435
170511802,436
170524018,437
170528255,344
170460148,86
170472479,438
170539313,439
170488887,440
170492183,441
170536233,442
170523342,134
170543114,443
170517012,444
170512629,445
170534624,446
170526372,447
170505377,273
170455063,448
170453738,449
170471769,450
170543399,181
170518733,451
170507543,434
170471249,452
170526355,453
170498272,102
170529816,454
170498082,455
170497319,134
170544414,456
170519957,457
170454017,185
170531881,458
170528948,459
170492356,460
170540369,461
170537249,462
170457666,463
170518470,464
170496147,249
170542049,89
170516011,465
170480282,466
170473003,467
170461074,468
170508558,251
170466075,469
170504475,470
170527544,471
170518266,472
170499129,473
170490092,474
170460294,475
170535525,189
170464808,252
170469047,476
170535965,477
170498885,267
170483203,478
170472844,479
170458061,284
170516280,480
170513502,481
170506756,123
170506150,482
170460667,406
170518463,281
170516043,115
170528909,474
170508914,354
170504329,252
170484380,423
170468807,483
170506181,484
170514291,259
170504788,253
170481623,128
170466908,485
170527518,486
170484005,423
170486580,487
170521845,285
170517450,488
170508782,489
170467008,490
170484010,423
170500083,90
170487300,491
170476305,492
170520510,493
170551783,293
170557014,494
170541584,495
170556394,459
170540463,496
170548774,497
170551191,498
170555286,499
170555917,274
170552634,500
170548313,148
170545065,501
170555011,299
170551184,457
170551696,274
170550040,502
170542040,123
170552969,271
170549051,271
170544961,221
170550836,123
170481148,263
170525309,503
170539926,273
170533843,504
170468422,505
170511419,506
170487126,507
170457210,508
170479276,509
170527030,510
170393019,511
170508632,135
170538021,221
170504892,512
170505991,513
170516685,263
170479058,514
170460380,240
170493017,271
170471758,515
170542031,516
170503646,517
170454288,518
170485556,288
170485050,519
170474250,520
170540711,228
170474445,521
170515177,522
170543076,523
170521135,524
170527525,525
170529352,526
170509070,337
170502598,527
170457630,295
170514345,244
170472166,90
170493125,415
170526153,528
170478274,529
170467386,530
170514364,531
170518563,507
170517438,285
170449880,532
170458735,142
170466650,533
170455805,447
170511403,534
170502778,436
170484008,535
170470250,536
170465779,537
170526550,507
170489635,538
170524586,539
170492948,540
170457067,541
170490598,436
170547341,542
170534098,463
170501109,135
170489554,151
170483657,543
170483329,520
170524951,534
170499841,544
170470190,545
170506681,546
170504224,547
170496046,288
170480772,221
170518015,548
170482437,488
170520662,216
170517692,549
170504980,90
170502814,323
170501862,550
170500304,486
170497918,357
170497797,551
170485440,275
170475732,75
170454427,29
170537994,552
170527411,244
170521496,11
170514281,123
170513154,536
170509930,375
170490008,553
170483022,554
170481903,271
170478636,146
170486460,551
170471985,555
170537924,135
170475605,556
170516506,330
170546181,557
170533131,497
170494062,546
170489748,558
170482443,458
170480121,559
170477696,544
170472309,299
170461610,242
170496229,263
170503368,560
170454375,561
170541773,464
170540978,245
170539611,543
170477907,562
170468588,90
170518209,526
170499207,563
170535219,334
170531995,564
170492971,529
170489212,245
170487011,497
170486323,29
170470817,146
170522904,529
170467351,409
170466588,565
170526396,299
170478354,566
170466322,567
170464441,549
170513538,418
170490338,271
170484023,295
170528957,323
170489672,568
170455699,569
170504914,435
170512092,526
170543772,570
170493216,149
170519509,571
170486462,572
170523248,494
170522126,151
170518448,94
170512068,573
170499410,574
170490731,575
170481639,135
170479707,576
170510202,577
170535232,410
170518855,73
170535715,530
170458357,578
170491821,579
170509187,580
170507057,573
170493056,581
170530320,582
170507646,271
170488522,583
170483819,584
170478080,90
170471370,549
170539464,559
170499967,299
170484347,271
170486704,585
170486499,123
170471989,236
170528150,586
170526120,587
170481188,588
170525662,189
170513500,219
170475157,589
170519725,419
170493025,295
170482877,333
170468490,271
170542290,590
170467375,572
170478763,299
170489087,75
170545476,311
170467308,271
170496989,203
170538105,591
170548855,592
170539668,533
170553375,593
170517296,346
170419576,594
170538275,285
170490086,162
170502832,399
170488181,595
170475338,596
170502014,597
170498183,598
170493391,599
170519411,393
170538576,285
170518550,600
170480303,393
170511576,601
170516254,274
170480898,602
170470086,90
170550148,603
170478595,604
170475335,418
170476718,605
170492930,371
170514275,606
170554671,607
170555000,608
170528925,609
170555814,610
170556409,611
170548878,612
170526285,613
170542288,451
170551725,614
170548235,279
170551851,615
170555822,616
170549756,617
170552948,618
170540884,279
170540848,619
170548563,608
170550153,620
170547433,621
170556046,191
170552456,622
170546679,614
170539654,344
170503327,623
170484462,624
170476693,625
170471940,623
170502918,151
170491861,617
170538413,623
170518088,626
170537135,128
170466404,617
170525886,627
170500828,90
170466481,628
170530663,629
170464459,630
170531757,631
170496599,632
170519016,633
170496674,632
170533608,617
170507813,29
170504190,634
170468476,635
170465737,636
170542761,29
170526700,637
170505024,638
170503717,639
170485601,640
170502182,641
170524320,398
170530634,612
170507273,642
170483076,643
170484724,644
170509340,166
170481575,645
170492974,646
170497065,647
170467533,648
170546667,649
170520883,346
170537960,650
170535890,651
170530082,169
170482469,652
170540829,226
170517578,653
170512458,654
170494019,632
170485672,622
170478765,655
170473792,656
170466747,657
170510349,303
170529161,658
170509531,360
170466390,625
170532379,659
170527559,660
170496105,661
170474476,662
170546057,608
170527794,663
170515341,664
170510227,41
170486124,90
170477369,665
170511424,666
170479265,77
170536378,206
170514543,667
170527743,668
170513137,669
170509351,609
170434023,670
170490122,375
170498066,671
170488184,672
170541708,673
170540603,674
170537663,614
170503002,675
170537609,676
170534488,677
170466538,678
170512609,261
170484779,679
170547688,680
170533728,650
170522521,681
170516517,682
170471861,683
170512203,316
170495937,684
170488580,685
170488383,686
170470335,687
170486374,678
170495202,688
170487044,612
170488676,435
170515506,144
170496398,44
170502939,689
170481704,435
170522304,690
170498974,691
170512779,612
170507792,29
170496861,651
170527020,156
170553231,692
170553890,78
170551499,693
170552906,643
170531738,117
170552369,694
170550147,360
170554821,695
170545182,696
170546530,49
170550497,697
170548253,252
170556098,698
170553390,65
170542988,699
170544801,700
170553399,65
170553402,65
170548479,254
170554544,701
170544195,702
170547459,693
170532522,274
170463299,703
170479710,160
170465842,704
170507188,344
170524397,41
170466760,160
170483032,705
170527942,706
170469211,707
170519091,708
170502468,709
170475490,710
170496078,711
170469987,712
170535408,693
170440291,279
170508047,318
170443239,713
170537329,714
170468371,715
170529900,716
170478809,717
170478952,470
170477194,41
170471213,718
170531730,688
170507940,719
170478167,720
170506835,378
170503222,721
170532903,693
170491449,722
170528934,29
170510867,470
170496835,723
170467535,724
170485268,725
170530064,726
170509212,66
170464474,727
170542308,128
170516806,728
170516201,729
170532419,154
170524648,730
170518040,731
170463412,42
170512392,152
170495437,151
170488351,732
170484595,733
170480541,482
170471952,734
170517129,735
170521200,736
170515231,274
170513378,737
170511814,738
170507589,227
170469783,739
170530326,693
170509941,739
170481253,693
170527991,740
170522292,741
170510948,742
170489163,693
170480293,54
170470884,29
170544942,743
170470686,433
170509810,744
170510964,745
170540737,746
170507753,747
170490089,748
170474750,745
170528729,749
170541277,702
170511647,750
170509857,751
170495153,212
170481912,488
170475662,738
170471920,749
170527041,693
170468059,752
170520200,303
170509329,753
170502138,63
170486018,754
170461062,693
170544312,262
170495286,713
170543838,755
170514878,756
170485863,156
170465284,693
170468815,322
170482094,757
170488726,758
170495975,693
170508290,669
170467234,154
170469361,751
170458624,759
170556922,760
170551999,761
170550214,47
170545881,251
170542717,29
170464870,12
170544953,95
170554101,762
170537340,763
170492532,764
170500496,765
170493159,766
170519186,767
170467851,433
170463622,160
170460873,384
170529632,326
170520751,273
170496988,768
170497207,769
170528549,770
170500918,633
170480703,771
170500809,772
170464843,169
170464567,274
170518853,73
170517255,773
170503609,580
170500928,774
170496384,775
170480530,142
170480287,776
170513149,777
170492650,621
170464878,496
170518789,778
170529484,779
170524942,29
170478721,47
170424867,780
170511770,421
170516129,422
170480914,781
170525928,782
170505088,783
170479963,357
170541770,167
170515798,160
170507069,151
170505846,784
170504612,274
170482891,556
170482005,785
170471608,786
170504925,787
170530636,788
170520515,789
170512681,783
170463753,121
170529793,70
170509017,790
170469068,274
170477494,608
170476016,47
170505219,70
170463428,263
170538516,741
170505913,90
170473983,771
170535434,791
170506166,254
170504555,90
170503079,47
170493501,483
170529670,436
170472947,293
170519593,416
170508667,792
170501347,793
170475285,484
170466898,794
170504801,633
170492227,795
170527538,191
170545712,74
170495042,763
170494111,796
170482297,797
170480971,798
170510331,274
170470950,799
170466352,800
170535398,801
170522610,473
170518710,802
170518762,803
170539529,804
170504684,38
170472558,805
170499734,806
170472131,807
170485955,745
170464974,808
170462644,809
170516450,47
170466856,810
170508202,811
170526296,812
170507614,813
170511715,562
170486072,484
170516527,416
170542649,767
170520041,9
170509268,693
170498759,8
170477368,785
170486850,814
170484052,382
170502717,151
170486796,815
170453898,274
170492905,413
170494682,816
170465000,416
170493819,77
170473423,817
170519726,156
170533653,693
170527978,818
170518785,60
170509969,274
170470533,490
170504423,819
170513535,693
170492230,751
170488608,820
170547427,821
170541497,822
170554023,191
170536518,347
170535531,347
170529346,347
170553817,347
170539281,347
170467457,438
170502497,823
170439419,39
170513374,824
170466105,825
170537875,516
170528089,826
170516045,685
170511135,332
170514625,26
170513975,827
170518551,828
170472638,829
170463510,830
170483467,831
170539721,815
170535103,111
170521569,832
170501564,483
170468734,833
170507846,633
170531329,332
170465238,834
170510199,567
170534494,274
170518184,835
170516407,836
170514632,829
170488859,837
170530095,838
170491831,839
170463437,48
170468464,840
170458804,841
170474040,842
170472452,274
170507400,373
170480791,64
170543145,841
170524283,841
170545000,843
170495908,151
170520903,29
170482761,844
170533360,274
170466939,48
170518285,845
170497915,846
170467363,356
170484407,332
170518437,633
170484278,118
170470935,847
170517451,848
170484242,115
170516249,347
170534581,849
170545516,850
170537934,851
170544176,703
170549623,679
170552676,608
170552372,852
170476298,162
170484466,853
170478574,608
170499773,162
170476325,303
170535150,854
170464097,855
170540181,856
170547840,162
170494606,608
170492049,857
170487798,674
170541146,131
170520838,248
170512535,858
170522004,162
170518599,162
170519239,682
170500427,162
170517617,859
170515875,860
170492738,166
170467679,861
170493566,827
170521266,338
170518952,862
170518321,856
170489985,854
170459041,75
170502078,863
170530487,162
170545143,783
170547720,279
170540696,445
170467614,864
170472088,865
170530055,172
170476366,866
170464498,775
170531437,867
170481574,868
170517902,867
170510842,772
170513371,169
170487374,275
170546873,642
170515604,29
170523000,179
170473499,869
170479575,33
170500742,748
170470719,485
170536270,718
170499136,373
170514189,870
170502700,871
170470589,872
170529636,873
170523977,605
170486765,867
170479545,874
170512289,160
170514642,375
170546519,875
170547414,876
170547748,877
170543348,90
170554102,878
170546807,118
170511005,879
170520540,880
170503568,881
170468638,882
170482209,90
170541040,883
170516769,884
170529789,118
170492008,885
170498187,886
170522619,887
170520025,888
170480793,274
170508777,889
170506255,890
170481954,891
170496716,892
170520490,893
170514828,894
170477296,90
170519647,895
170466851,896
170496977,445
170467671,118
170516715,897
170513647,898
170490283,899
170476420,380
170483437,73
170461562,900
170544758,901
170517480,769
170535401,274
170499993,290
170528707,902
170542595,880
170540384,769
170482977,903
170506684,92
170519120,358
170511418,90
170482792,340
170484887,904
170468101,905
170526525,118
170488404,90
170476245,906
170528827,907
170525493,908
170493562,588
170533154,545
170493697,909
170467766,890
170501160,909
170483055,910
170517721,117
170542221,911
170458175,885
170554885,912
170554339,423
170546281,913
170530802,160
170538622,123
170555869,531
170552235,323
170545986,914
170550251,323
170555297,915
170482099,323
170499710,142
170497326,916
170346838,917
170473765,555
170506291,590
170461616,99
170477158,323
170539794,918
170496100,919
170508850,920
170506296,590
170463156,742
170515077,921
170512986,870
170461683,922
170536243,442
170456102,433
170522682,923
170491480,924
170454038,879
170520388,797
170502763,925
170518916,926
170522576,323
170523754,118
170461005,530
170467642,927
170544679,928
170468491,929
170510183,323
170514231,930
170496192,693
170480337,117
170518453,931
170498631,11
170480042,525
170514874,932
170535971,82
170528094,525
170513255,299
170512984,933
170511764,934
170548050,935
170514399,847
170501795,935
170478548,839
170470103,936
170527005,937
170514265,482
170464240,938
170519614,939
170483033,940
170504030,83
170516793,123
170476125,941
170492047,123
170536230,123
170477376,123
170511983,285
170465486,759
170470068,914
170518731,451
170502957,935
170541671,591
170542727,942
170479860,323
170497466,943
170473778,525
170501459,943
170477901,482
170477201,944
170542884,945
170553920,723
170555051,946
170548841,947
170544866,948
170554962,231
170485599,949
170476899,950
170478800,231
170461510,839
170525109,255
170492637,951
170467705,742
170460069,447
170538539,797
170477478,326
170516886,952
170523756,277
170462631,701
170525321,953
170525754,954
170470845,955
170502729,956
170464899,442
170466391,957
170482468,958
170483114,245
170517361,959
170461288,960
170486306,961
170498615,962
170545942,149
170482992,575
170527833,554
170512052,588
170511654,963
170541527,964
170515343,44
170503292,958
170478831,965
170475619,531
170489257,958
170520483,532
170473382,277
170487242,966
170497054,399
170517388,245
170532282,299
170505635,588
170495355,967
170535091,968
170489043,969
170488237,970
170488093,29
170487888,971
170553080,724
170504424,972
170535560,255
170499786,973
170497353,967
170492086,415
170478544,974
170534825,975
170489039,976
170514001,977
170466746,149
170461040,978
170525186,979
170503160,980
170500156,271
170495511,323
170476175,271
170519991,981
170496820,982
170474862,966
170514437,447
170554668,983
170554955,984
170555698,826
170531441,985
170550711,986
170553667,345
170547007,987
170547522,988
170518291,989
170553557,990
170538658,991
170553163,992
170552002,993
170554390,882
170555376,994
170554308,995
170549568,769
170549587,996
170536765,997
170529937,344
170500542,564
170516046,240
170520372,998
170506243,999
170509423,1000
170511115,759
170519377,216
170475394,1001
170513071,1002
170506194,1003
170526513,1004
170539758,1005
170498824,764
170468648,9
170525606,1006
170495554,1007
170506440,510
170526240,1008
170498180,1009
170485396,436
170519440,90
170500381,999
170495840,1010
170462535,433
170543030,1011
170533852,1012
170478688,455
170491273,225
170529962,1013
170535583,1014
170501457,458
170513981,724
170519777,1015
170513732,1016
170500155,1017
170498191,886
170511968,1018
170472604,992
170458006,643
170510679,1019
170467841,768
170516996,1020
170499625,491
170480989,1021
170472245,1022
170533490,1023
170551957,1024
170506369,455
170523596,1025
170521128,740
170516605,1026
170523071,988
170507220,139
170483095,768
170474929,115
170518754,1027
170526869,496
170512680,1028
170532686,769
170467798,1029
170486983,85
170474667,1030
170493338,123
170468432,358
170467503,998
170498984,206
170524598,1031
170521398,125
170497417,1032
170472657,1033
170472404,1034
170493739,1004
170506936,1035
170504799,252
170504185,1036
170488104,157
170462083,451
170497588,1037
170474937,113
170487630,1038
170459264,1039
170531874,1002
170510953,455
170485744,121
170480932,1040
170546207,843
170532345,993
170530639,85
170513559,999
170506916,1041
170501427,1042
170496246,1043
170494729,1044
170492611,1045
170490967,121
170471207,1046
170522784,121
170507404,1047
170471047,85
170528359,880
170509530,1048
170499936,1007
170543574,137
170535753,516
170534717,1049
170533182,157
170529618,1050
170494249,1051
170493346,709
170492339,1052
170512547,4
170529591,1047
170545558,1038
170518287,1053
170487371,197
170543866,988
170529639,1054
170518592,1055
170499447,1047
170494100,119
170486622,274
170482989,1050
170464113,1047
170521734,274
170473416,1056
170496336,1057
170535375,445
170489992,1058
170485622,999
170471981,360
170526590,1059
170524041,90
170517786,1060
170491794,1061
170470362,1062
170467261,1063
170460708,121
170471979,1064
170513734,151
170542505,31
170502905,999
170469857,9
170538333,988
170492393,1065
170469815,333
170539044,273
170496131,882
170467743,359
170507341,1066
170484498,1067
170515599,1067
170506932,139
170501825,1068
170480027,1069
170471313,1070
170517311,1071
170511689,1072
170503427,1073
170501355,882
170469651,362
170525325,988
170536072,1074
170504798,85
170479619,121
170465712,451
170486869,988
170486939,1075
170525095,1076
170517377,1004
170484404,1077
170472461,1078
170538178,1060
170529349,4
170522266,1050
170506494,1079
170488407,1080
170469656,191
170499937,1007
170529498,1041
170489440,1081
170487526,274
170479731,85
170475560,403
170534195,455
170523769,141
170475326,8
170470375,1082
170469220,121
170498536,1083
170475522,1084
170511114,1085
170464662,1086
170467672,201
170475422,882
170517845,1087
170476766,1024
170533043,1088
170533885,1089
170494678,212
170494920,197
170491799,1090
170477904,562
170512659,111
170526930,197
170502484,566
170543050,1057
170525210,1091
170524527,1092
170515910,1093
170485514,1094
170516666,1060
170518591,274
170471913,1095
170506621,418
170497586,26
170512780,1092
170548935,1060
170482225,77
170518326,1050
170489502,1055
170488125,444
170467529,826
170508642,1096
170504541,455
170480673,1097
170476122,510
170493117,440
170486821,1050
170504804,146
170491272,895
170538435,353
170480504,274
170496183,137
170468625,9
170556467,1098
170529500,734
170551691,783
170549764,1099
170522074,274
170549390,422
170550673,221
170547551,1100
170544992,1101
170541866,1102
170450816,1103
170507883,554
170494334,703
170487325,1104
170502412,1105
170504375,303
170517757,1106
170508798,643
170451186,839
170541350,557
170512137,445
170495271,484
170473515,736
170469549,1107
170498290,1108
170494262,108
170473539,382
170408264,1109
170472710,1110
170475511,865
170528342,1111
170529418,491
170483616,380
170479459,29
170494731,1112
170525423,1113
170457425,1114
170499290,1115
170530528,1116
170502102,485
170483768,274
170528638,1117
170498143,932
170524190,151
170507904,768
170506013,358
170505999,772
170469041,1118
170474775,406
170501365,386
170527727,151
170499843,368
170508208,811
170498259,1119
170472451,1120
170541580,1119
170535561,1111
170474061,1121
170475902,358
170545968,1041
170545179,273
170542789,1122
170464064,179
170473561,179
170469503,1123
170490709,281
170505437,435
170534394,172
170497903,151
170524698,274
170481923,301
170543963,179
170532141,1124
170486138,1125
170469106,1126
170470464,867
170506495,1053
170533304,179
170516966,366
170498076,1127
170484230,301
170476406,605
170472440,873
170524412,1128
170510774,1129
170505303,274
170485643,99
170471058,179
170521812,641
170534124,1130
170470080,1131
170481315,1129
170517352,1132
170513171,1133
170518416,988
170510394,29
170544728,1134
170520403,1135
170516698,867
170513353,169
170473049,781
170496832,45
170526736,1135
170484970,772
170482017,1136
170520986,779
170534156,991
170481444,1137
170467518,1102
170494390,117
170533441,1112
170474503,1118
170519876,179
170532354,1138
170535749,412
170467093,366
170546453,366
170506612,44
170521137,1139
170516195,421
170507748,29
170464958,1140
170486726,709
170508787,433
170495690,1135
170520254,1102
170522328,123
170533191,201
170550652,1141
170543865,1142
170534872,1143
170534395,201
170471935,791
170537293,150
170513412,1144
170471984,83
170487173,1145
170455947,1146
170537836,1147
170486175,1148
170544610,791
170520770,1149
170471186,791
170467570,1150
170510887,160
170498971,1151
170506672,709
170501086,1152
170482867,1153
170467128,1154
170500474,1142
170493990,1155
170542137,221
170537499,1156
170505785,1157
170495259,368
170477560,274
170536413,696
170496253,96
170462189,96
170462188,1142
170541216,1158
170523454,1159
170504308,138
170488427,1160
170486125,322
170479806,1161
170478204,365
170463718,1162
170489561,1163
170471583,1164
170465800,1165
170534542,92
170506501,1142
170527162,1166
170501276,133
170499183,1153
170532915,791
170475943,940
170538605,1167
170532008,445
170529767,1168
170505723,574
170545740,1169
170478990,235
170540128,1170
170511525,386
170497456,1171
170489156,1172
170540491,839
170531229,1020
170503663,490
170488304,449
170476673,1173
170538989,1170
170523793,1101
170510024,123
170503503,360
170500030,293
170495167,118
170492771,564
170501714,1174
170520149,496
170501971,554
170531498,880
170483094,791
170541953,791
170471882,117
170532784,354
170461260,1175
170508022,800
170514119,1176
170495696,1177
170516526,1178
170482714,336
170534999,1016
170553893,1179
170550935,506
170557105,1180
170549598,1181
170547447,211
170550575,300
170552198,1181
170539884,1182
170524915,344
170522769,1005
170473595,1183
170480531,1184
170464695,303
170475247,1185
170527309,597
170456006,433
170542547,791
170537935,1186
170500981,336
170492359,991
170495452,702
170509547,1187
170531071,285
170513826,204
170530158,1183
170483440,198
170505806,896
170518584,1188
170505280,1181
170490237,1183
170499048,336
170517106,1189
170517073,1190
170508696,1191
170508143,125
170485404,525
170490160,1189
170497853,940
170486926,1192
170479344,1146
170483536,1193
170503948,1194
170514852,502
170522609,916
170520910,1181
170470607,92
170499568,1195
170493929,1196
170533291,1197
170545370,1181
170536845,146
170520221,1198
170516362,449
170547699,1199
170541081,1188
170525798,1200
170546137,1201
170535891,942
170502975,1188
170463010,1202
170529861,1203
170505749,1204
170529968,99
170502668,942
170536735,37
170508162,1093
170476148,116
170515803,1205
170492401,1183
170478642,502
170532953,839
170518140,1206
170509103,122
170514344,1207
170517356,916
170549522,1208